,diposting_oleh,sedang_pembangunan,disetujui_pemerintah,total_ruangan,tipe_a_atau_b,kaki_persegi,siap_pindah,dijual_kembali,longitude,latitude,harga,harga_per_kaki_persegi,harga_per_ruang
265,Owner,0,0,2,tipe_a,1100.478469,1,1,22.3301,73.1611,23.0,0.02089999999809174,11.5
266,Dealer,0,1,3,tipe_a,1701.6949149999998,1,0,21.152442,81.090184,50.2,0.029500000004407376,16.733333333333334
267,Owner,0,0,1,tipe_a,451.0309278,1,1,28.689982,77.339807,14.0,0.031040000002412253,14.0
269,Owner,0,0,2,tipe_a,1000.0,1,1,18.116670000000003,83.41667,30.0,0.03,15.0
270,Dealer,0,0,3,tipe_a,1790.1897600000002,1,1,28.388225,76.946376,100.0,0.055860000003575036,33.333333333333336
271,Owner,0,0,2,tipe_a,1100.352113,1,1,22.598675,88.438512,25.0,0.022719999993311233,12.5
272,Dealer,0,1,2,tipe_a,1232.162459,1,1,28.381971000000004,77.347688,44.9,0.03643999999516298,22.45
273,Dealer,0,0,1,tipe_a,497.988891,1,1,26.137220000000003,91.62778,26.0,0.05221000000178719,26.0
274,Owner,0,0,3,tipe_a,1726.017442,1,1,12.995285,77.766797,95.0,0.05503999999555045,31.666666666666668
275,Dealer,1,1,3,tipe_a,1320.052802,0,1,18.5438,73.9438,110.0,0.08333000000707548,36.666666666666664
276,Owner,0,0,2,tipe_a,990.0990099,1,1,21.250076,81.660749,25.0,0.02525000000002525,12.5
277,Dealer,0,0,1,tipe_a,675.0441375,1,1,24.69028,78.41889,65.0,0.09629000000018517,65.0
278,Owner,0,0,2,tipe_a,674.0361283,1,1,10.5339,76.2085,25.0,0.03709000000200731,12.5
279,Dealer,0,0,1,tipe_a,775.1114886,1,1,28.543278000000004,77.358896,36.5,0.04709000000235579,36.5
282,Owner,0,1,2,tipe_a,945.1795841,1,1,24.586021,80.78740400000001,30.0,0.03174000000070463,15.0
284,Dealer,0,1,2,tipe_a,942.1518749,1,1,12.96991,77.59796,50.0,0.0530699999989991,25.0
285,Dealer,0,0,2,tipe_a,1370.0,1,1,19.980678,79.297436,82.2,0.060000000000000005,41.1
286,Owner,0,0,2,tipe_a,1265.111049,1,1,9.90708,78.102316,90.0,0.0711399999795591,45.0
287,Dealer,0,0,3,tipe_a,1394.31121,1,1,24.69028,78.41889,100.0,0.07172000001348336,33.333333333333336
288,Dealer,1,0,2,tipe_a,800.0,0,1,12.80009,77.71181999999999,27.0,0.03375,13.5
289,Dealer,1,1,3,tipe_a,1505.144771,0,1,30.662283,76.822397,62.9,0.04179000001322796,20.966666666666665
290,Owner,0,0,3,tipe_a,1067.270375,1,1,25.232239,71.392013,33.0,0.030920000004684846,11.0
291,Owner,0,0,3,tipe_a,1400.059577,1,1,12.913771,77.768321,94.0,0.06714000000015714,31.333333333333332
292,Dealer,0,0,1,tipe_a,728.9473684,1,1,26.807408,75.83865899999999,27.7,0.038000000001097475,27.7
293,Dealer,0,1,3,tipe_a,1293.103448,1,0,26.900926,75.775927,37.5,0.029000000006186664,12.5
296,Dealer,0,1,2,tipe_a,1431.068385,1,1,30.661104,76.746082,65.5,0.045770000012962345,32.75
297,Owner,0,0,3,tipe_a,1350.063532,1,1,12.96991,77.59796,85.0,0.06296000001872505,28.333333333333332
298,Owner,0,0,1,tipe_a,750.1630789,1,1,21.189685,72.841062,23.0,0.0306600000012344,23.0
299,Dealer,0,1,3,tipe_a,1170.074459,1,1,24.69028,78.41889,99.0,0.08461000002052006,33.0
300,Owner,0,0,2,tipe_a,1121.076233,1,1,24.69028,78.41889,45.0,0.04014000000658296,22.5
301,Dealer,0,0,4,tipe_a,1904.761905,1,1,30.714837,76.751896,100.0,0.0524999999934375,25.0
304,Owner,0,0,2,tipe_a,969.9321048,1,1,12.852041,77.616315,40.0,0.041239999997987484,20.0
305,Dealer,0,0,1,tipe_a,636.0078278,1,1,19.038205,73.06612,52.0,0.0817599999985409,52.0
307,Owner,0,0,1,tipe_a,700.0259269,1,1,18.5823,73.983,27.0,0.0385699999992386,27.0
309,Owner,0,0,3,tipe_a,1700.1866059999998,1,1,31.097061,77.15489699999999,82.0,0.04822999999565931,27.333333333333332
310,Dealer,0,0,3,tipe_a,1847.187238,1,0,28.397468,76.945489,110.0,0.05954999998760278,36.666666666666664
311,Dealer,0,1,1,tipe_a,509.5541401,1,0,18.966114,73.148278,40.0,0.07850000000421938,40.0
312,Dealer,0,0,3,tipe_a,1427.424391,1,1,22.56972,88.36972,160.0,0.1120900000089742,53.333333333333336
313,Owner,0,0,2,tipe_a,715.0518413,1,1,26.532207,75.520538,20.0,0.027969999998376342,10.0
